Titles	Genres
Stop! Or My Mom Will Shoot (1992)[0.00082666660315045578, 0.00085561712605140415, 0.99271420768885565, 0.00099986666269307432, 0.00085527706071856049, 0.00088989709714853732, 0.00063730711757410674, 0.00078625348319338818, 0.00079268251522166195, 0.00064222464539303117]	comedy
Cutting Edge, The (1992)[0.00030055568924000826, 0.0003110813888765874, 0.00028594965223878671, 0.000363526980293661, 0.00031095774946729042, 0.99738865981302527, 0.00023170922745646116, 0.00028586247062352519, 0.0002881999088907057, 0.00023349711988775217]	romance
Single White Female (1992)[0.000740278090835749, 0.00076620321922503886, 0.00070430296351980503, 0.00089537835606999169, 0.00076589869148144664, 0.00079690085653247138, 0.00057070709579388785, 0.00070408823246658479, 0.00070984541624257715, 0.99334639707783234]	romance
Boondock Saints, The (2000)[0.0005635891148742364, 0.00058332645458858466, 0.00053620050184829396, 0.9951783000490696, 0.00058309461128052689, 0.00060669720465265757, 0.00043449118777484733, 0.00053603702262917561, 0.00054042008643809725, 0.00043784376684393627]	action
Beach, The (2000)[0.001121008902842503, 0.0011602675275289652, 0.0010665314861779927, 0.0013558784475627944, 0.0011598063787850597, 0.99026025557742214, 0.00086422621879577723, 0.0010662063172646391, 0.0010749244656849198, 0.00087089467793514648]	romance
Pitch Black (2000)[0.0001824832541748104, 0.00018887396308804499, 0.00017361515665411368, 0.00022071645528332553, 0.00018879889506384691, 0.00019644112578093561, 0.00014068292620081227, 0.00017356222408478728, 0.00017498140647493395, 0.99835984459319449]	sci-fi
Whole Nine Yards, The (2000)[0.00055259797833170162, 0.00057195039968964705, 0.99512970030924541, 0.00066837621635828539, 0.00057172307779867484, 0.00059486537248924158, 0.0004260177239599457, 0.00052558320804675022, 0.00052988079317709729, 0.0004293049209033947]	comedy
City Lights (1931)[0.0013974368687129277, 0.0014463762209452797, 0.0013295259445746986, 0.98804444389808999, 0.0014458013581988205, 0.0015043247279873735, 0.0010773345135718934, 0.0013291205927287617, 0.0013399885367732008, 0.001085647338416755]	comedy
Defending Your Life (1991)[0.00050350145487321467, 0.00052113447687315427, 0.00047903290829988946, 0.00060899317502957628, 0.00052092735178888776, 0.00054201352926819474, 0.00038816744220307697, 0.00047888685859364907, 0.99556618022062349, 0.00039116258244676396]	romance
Harry and the Hendersons (1987)[0.00035297164690262082, 0.00036533299512703861, 0.00033581836343599174, 0.9969802053878738, 0.00036518779339743016, 0.00037996992107495033, 0.00027211858083488221, 0.00033571597762391042, 0.00033846105770137002, 0.00027421827602798688]	comedy
Final Destination (2000)[0.00051261020294718991, 0.00053056222056000369, 0.00048769900059935641, 0.00062001035354317168, 0.00053035134841563606, 0.00055181899188008212, 0.00039518970481488479, 0.00048755030873594339, 0.00049153690671898504, 0.99539267096178474]	fantasy
Animal House (1978)[0.0013317576306719791, 0.0013783968436731355, 0.0012670385056424744, 0.0016107824516160844, 0.0013778489993545007, 0.98842919184435407, 0.0010267000186971527, 0.0012666522052477863, 0.0012770093582147239, 0.0010346221425278916]	comedy
Grumpy Old Men (1993)[0.00070351846296988593, 0.00072815623991143445, 0.99379956878780695, 0.00085091699002927033, 0.00072786683395338798, 0.00075732953962498949, 0.00054236777207014185, 0.00066912566673539434, 0.00067459696884640053, 0.00054655273805231269]	comedy
Modern Times (1936)[0.0027572489288405061, 0.0028538099825395217, 0.0026232555248957711, 0.0033349372941596411, 0.0028526757347410265, 0.0029681467819553959, 0.002125662704380255, 0.0026224557349603275, 0.0026438990128257729, 0.97521790830070176]	comedy
Hustler, The (1961)[0.0023080645558182932, 0.0023888948149886138, 0.0021959000634783391, 0.980253708842449, 0.0023879453478897654, 0.0024846049670163382, 0.0017793702608012612, 0.00219523056759685, 0.0022131805136768401, 0.0017931000662849408]	romance
Close Encounters of the Third Kind (1977)[0.0015503569843202058, 0.0016046517208054443, 0.0014750146358344979, 0.0018751819149122853, 0.0016040139514049629, 0.0016689414748733615, 0.98605620361380431, 0.0014745649267424257, 0.0014866221390084919, 0.0012044486382939556]	sci-fi
Ladyhawke (1985)[0.0012173291995081028, 0.0012599610377050812, 0.0011581709271238998, 0.0014723794084187329, 0.001259460265739888, 0.0013104408921176722, 0.00093848301155587707, 0.98927076575854467, 0.0011672850554762689, 0.00094572444380989129]	fantasy
High Fidelity (2000)[0.00014813825841141718, 0.00015332617821645352, 0.00014093921689892775, 0.00017917562593396328, 0.99870671553743751, 0.00015946913257963691, 0.00011420512950545048, 0.00014089624671698576, 0.00014204832616994799, 0.0001150863481297531]	comedy
Road to El Dorado, The (2000)[0.0025127402453960362, 0.0026007384102441906, 0.0023906291747604587, 0.0030392000762991364, 0.0025997047458325919, 0.0027049359944436861, 0.0019371621363471873, 0.0023899003089922549, 0.97787287942737622, 0.001952109480308314]	animation
Hook (1991)[0.99451470860952063, 0.00064774441873367264, 0.00059541424816638669, 0.00075694844167537045, 0.00064748697248271888, 0.00067369604975698878, 0.00048247296116308951, 0.00059523271559413691, 0.0006000998103347394, 0.00048619577257217824]	fantasy
Solaris (Solyaris) (1972)[0.00052205459226479286, 0.9954425461305243, 0.00049668442306068105, 0.00063143349558409452, 0.00054012260263717961, 0.00056198576843518276, 0.00040247072537421332, 0.00049653299168128055, 0.00050059303920392962, 0.00040557623123434558]	sci-fi
Network (1976)[0.0018548123719246872, 0.98380778189326512, 0.0017646744736764205, 0.0022434256436181248, 0.0019190063655631171, 0.0019966842004267345, 0.0014299417950200857, 0.0017641364517910205, 0.0017785614304947652, 0.0014409753742200486]	comedy
Frequency (2000)[0.0013317576306719852, 0.0013783968436731485, 0.0012670385056424741, 0.98860635251286699, 0.0013778489993545096, 0.0014336217831031656, 0.0010267000186971527, 0.0012666522052477878, 0.001277009358214725, 0.0010346221425278916]	fantasy
Return to Me (2000)[0.0019847312964619388, 0.0020542381673473321, 0.98250765185827682, 0.0024005646897635922, 0.0020534217096528301, 0.0021365404294914517, 0.001530100982532456, 0.0018877040503378303, 0.0019031394157243628, 0.0015419074004114968]	romance
Parenthood (1989)[0.0014699304751764771, 0.0015214086112499718, 0.0013984965956051424, 0.0017779047478143381, 0.0015208039268531572, 0.001582363262147679, 0.0011332224509843438, 0.0013980702156771098, 0.00140950194652027, 0.9867882977679715]	comedy
Predator (1987)[0.00043408137539722118, 0.9962105383741815, 0.00041298642075948336, 0.00052502846310716403, 0.00044910468313030333, 0.00046728361157925949, 0.00033464899766438307, 0.00041286050760323015, 0.00041623638253838482, 0.00033723118403922522]	action
Caddyshack (1980)[0.0025127402453960397, 0.0026007384102441451, 0.0023906291747604579, 0.0030392000762992475, 0.0025997047458325888, 0.0027049359944437026, 0.0019371621363471871, 0.0023899003089922531, 0.97787287942737611, 0.0019521094803083138]	comedy
Gladiator (2000)[0.00044083470023411573, 0.00045627308257111015, 0.0004194115557934852, 0.99622850655488338, 0.00045609173667121133, 0.00047455348814820996, 0.00033985537949900342, 0.00041928368371318319, 0.00042271207963020532, 0.00034247773885607294]	action
Human Traffic (1999)[0.00031387277851786327, 0.00032486485322831462, 0.00029861957393437861, 0.00037963421574046711, 0.00032473573557617965, 0.00033788043863452306, 0.00024197585217530481, 0.00029852852945644174, 0.9972360450597888, 0.00024384296294775216]	romance
Battlefield Earth (2000)[0.99708764679963202, 0.0003439125465957728, 0.00031612843653154349, 0.00040189318300430736, 0.00034377585843109644, 0.00035769127051127759, 0.00025616354219089733, 0.00031603205387287919, 0.00031861618257913012, 0.00025814012665101278]	sci-fi
Pee-wee's Big Adventure (1985)[0.0014699304751764788, 0.0015214086112499798, 0.98704482785062575, 0.0017779047478143589, 0.0015208039268531611, 0.0015823632621476816, 0.0011332224509843438, 0.00139807021567711, 0.0014095019465202698, 0.0011419665129508215]	comedy
Road Trip (2000)[0.00044780147886288679, 0.0004634838433366562, 0.00042603977145348174, 0.00054162315075064111, 0.00046329963151731243, 0.00048205314527067258, 0.00034522632056491567, 0.99605319008010917, 0.00042939245547386518, 0.00034789012266030884]	comedy
Twelve Chairs, The (1970)[0.00085150881469048408, 0.00088132933162694469, 0.00081012823298968789, 0.0010299137204175411, 0.00088097904696879772, 0.00091663945235188589, 0.00065645887496990193, 0.00080988123745264829, 0.00081650346873807754, 0.99234665781979403]	comedy
Mission: Impossible II (2000)[0.00026661910136942674, 0.00027595631466751931, 0.00025366227307021399, 0.00032248012690936435, 0.00027584663573153355, 0.99768351357519935, 0.00020554628714451964, 0.00025358493537623887, 0.00025565844691707168, 0.00020713230361481627]	action
Shanghai Noon (2000)[0.0013974368687129349, 0.98780059756388483, 0.0013295259445746999, 0.0016902225551562748, 0.0014458013581988411, 0.0015043247279818786, 0.0010773345135718939, 0.0013291205927287626, 0.0013399885367732028, 0.0010856473384167557]	comedy
Gold Rush, The (1925)[0.0034235173321673085, 0.0035434116360486883, 0.0032571454329881509, 0.0041407997329647919, 0.0035420033058263011, 0.0036853770605015162, 0.0026393130611706158, 0.003256152379848319, 0.96985260178399146, 0.0026596782744928221]	comedy
King in New York, A (1957)[0.00082666660315045362, 0.00085561712605140275, 0.00078649327279752988, 0.99292758107875123, 0.00085527706071855788, 0.00088989709714855294, 0.00063730711757410674, 0.00078625348319338797, 0.00079268251522166184, 0.00064222464539303117]	comedy
Big Momma's House (2000)[0.0012719750706728177, 0.001316520650804657, 0.0012101611852199875, 0.0015384744757943047, 0.0013159973992010092, 0.98894860507456361, 0.00098061148572743066, 0.0012097922258384036, 0.001219684446520062, 0.00098817798565760092]	comedy
Guns of Navarone, The (1961)[0.0017408572477221813, 0.98480259207104548, 0.0016562572009276211, 0.0021055950728691643, 0.0018011073197926697, 0.0018740128189453098, 0.0013420896772962908, 0.0016557522337877716, 0.0016692909771693343, 0.0013524453804441194]	action
Blazing Saddles (1974)[0.0004211770138004378, 0.00043592696830073132, 0.00040070916951112, 0.00050942042848365569, 0.0004357537089712317, 0.0004533922146344066, 0.00032470055960973022, 0.9962878514373863, 0.00040386251649761795, 0.00032720598280471831]	comedy
For a Few Dollars More (Per qualche dollaro in più) (1965)[0.97797617764350342, 0.0026007384102441767, 0.0023906291747604592, 0.0030392000763043124, 0.0025997047458326235, 0.0027049359944437824, 0.0019371621363471873, 0.0023899003089922549, 0.0024094420292635438, 0.001952109480308314]	action
Flatliners (1990)[0.0016400938999559893, 0.0016975312947042781, 0.0015603906268327687, 0.0019837201696507978, 0.0016968566102839163, 0.0017655422331802695, 0.001264407576099447, 0.0015599148879248135, 0.98555737882527028, 0.0012741638760974691]	sci-fi
Light Years (Gandahar) (1988)[0.00033621865664128768, 0.00034799330180262071, 0.00031987951446160983, 0.0004066619177171018, 0.00034785499174032293, 0.00036193551960608166, 0.00025920309605116524, 0.99703665308865541, 0.00032239677930034699, 0.00026120313402412058]	animation
Night of the Creeps (1986)[0.00087789035449405313, 0.0009086347739679253, 0.99226274925051927, 0.0010618226206421486, 0.00090827363675195067, 0.00094503887673899004, 0.00067679735607619504, 0.00083497306707720363, 0.00084180046906108172, 0.00068201959467121924]	comedy
Predator 2 (1990)[0.00048622176914793128, 0.00050324964279010976, 0.00046259295956215343, 0.99584020447065413, 0.00050304962603954831, 0.00052341214618586843, 0.00037484590887851933, 0.00046245192214137846, 0.00046623329581098474, 0.0003777382587894016]	action
Starman (1984)[0.00076013709833344634, 0.00078675770498345076, 0.00072319688731187562, 0.00091939814769500551, 0.65533127353022935, 0.33885081619987745, 0.000586017121356801, 0.00072297639579424543, 0.00072888802417313563, 0.0005905388902452569]	romance
Brother from Another Planet, The (1984)[0.0021342212002715332, 0.0022089633266604075, 0.0020305049342484844, 0.0025813751527186506, 0.98136770914163751, 0.0022974645928072763, 0.0016453481442542945, 0.0020298858647774128, 0.0020464838214381454, 0.0016580438211862964]	sci-fi
Mad Max (1979)[0.002308064555818291, 0.0023888948149885809, 0.97965796739542521, 0.0027916415105020899, 0.0023879453478897442, 0.0024846049670162796, 0.0017793702608012612, 0.0021952305675968504, 0.0022131805136768406, 0.0017931000662849408]	sci-fi
Road Warrior, The (Mad Max 2) (1981)[0.0018548123719246904, 0.0019197693785894324, 0.0017646744736764181, 0.0022434256436212373, 0.0019190063655631058, 0.98388469671509926, 0.0014299417950200857, 0.0017641364517910218, 0.0017785614304947658, 0.0014409753742200486]	action
Mad Max Beyond Thunderdome (1985)[0.0014699304751764786, 0.0015214086112499848, 0.0013984965956051424, 0.98742423600283458, 0.001520803926853155, 0.0015823632621478024, 0.0011332224509843435, 0.0013980702156771107, 0.0014095019465202702, 0.0011419665129508213]	action
Bird on a Wire (1990)[0.0005869374057529853, 0.00060749242121135448, 0.00055841414110440564, 0.9949785473391376, 0.00060725097313121693, 0.00063183137143427907, 0.00045249122781942133, 0.0005582438892911051, 0.000562808534053331, 0.00045598269706440827]	action
Soapdish (1991)[0.0014699304751764825, 0.0015214086112499922, 0.0013984965956051433, 0.0017779047478160761, 0.42875001999292156, 0.5599994784510981, 0.0011332224509843435, 0.0013980702156771109, 0.00140950194652027, 0.0011419665129508213]	comedy
Gone in 60 Seconds (2000)[0.00042117701380043834, 0.00043592696830073132, 0.0004007091695111206, 0.99639668486637156, 0.00043575370897123007, 0.00045339221463441343, 0.00032470055960973055, 0.00040058699949841169, 0.00040386251649761833, 0.00032720598280471864]	action
Titan A.E. (2000)[0.0016400938999559971, 0.0016975312947042915, 0.0015603906268327695, 0.0019837201696520238, 0.98568156544639129, 0.0017655422331803157, 0.0012644075760994472, 0.0015599148879248143, 0.0015726699891615277, 0.0012741638760974693]	animation
Chicken Run (2000)[0.00067023683934581003, 0.00069370906731848134, 0.00063766549092176032, 0.99426589185260161, 0.00069343335240150275, 0.0007215022543099835, 0.00051670976733254686, 0.00063747107660070844, 0.00064268354567864313, 0.00052069675348898547]	animation
Me, Myself & Irene (2000)[0.0018548123719246924, 0.0019197693785894419, 0.0017646744736764172, 0.0022434256436212282, 0.0019190063655631136, 0.0019966842004267567, 0.0014299417950200859, 0.0017641364517910214, 0.0017785614304947665, 0.98332898788889245]	comedy
Fun and Fancy Free (1947)[0.0014699304751764758, 0.0015214086112499657, 0.0013984965956051426, 0.0017779047478130264, 0.0015208039268531526, 0.98722869451716944, 0.0011332224509843438, 0.0013980702156773284, 0.0014095019465202696, 0.0011419665129508215]	animation
Kentucky Fried Movie, The (1977)[0.00053185352271840187, 0.15516876958912057, 0.00050600715710243929, 0.00064328546087824112, 0.0005502606684603369, 0.00057253420444417554, 0.00041002507449016892, 0.00050585288336598019, 0.000509989137714318, 0.84060142230170531]	comedy
Thunderbolt and Lightfoot (1974)[0.00057502635022193085, 0.00059516423102817448, 0.00054708192445093176, 0.00069550369588364236, 0.00059492768279163647, 0.00061900925705264545, 0.00044330856525771634, 0.00054691512765478044, 0.00055138713947742979, 0.99483167602618117]	comedy
Scary Movie (2000)[0.0007035184629698855, 0.00072815623991143478, 0.00066932973499350364, 0.99398115604284265, 0.00072786683395338701, 0.00075732953962499611, 0.00054236777207014206, 0.00066912566673539445, 0.00067459696884640064, 0.0005465527380523128]	comedy
Shower (Xizao) (1999)[0.00034862880713496907, 0.00036083806565155422, 0.99692737426093403, 0.00042167219599659487, 0.00036069465043327115, 0.00037529490397871163, 0.00026877052893117657, 0.00033158544557960958, 0.00033429675115129686, 0.00027084439020854165]	comedy
X-Men (2000)[0.001640093899955998, 0.0016975312947042828, 0.0015603906268327693, 0.0019837201696531609, 0.001696856610283922, 0.0017655422331803628, 0.0012644075760994472, 0.0015599148879248148, 0.98555737882526773, 0.0012741638760974693]	action
Love and Death (1975)[0.002757248928840497, 0.97592965374496743, 0.0026232555248957711, 0.0033349372941586151, 0.0028526757347410343, 0.0029681467819554787, 0.002125662704380255, 0.0026224557349603275, 0.0026438990128257716, 0.0021420645382750798]	comedy
Coyote Ugly (2000)[0.00059935234830398411, 0.99476774896834885, 0.00057022575749403207, 0.00072492638506233378, 0.00062009558973183626, 0.00064519591440152834, 0.00046206235506935755, 0.00057005190450203644, 0.00057471310096114323, 0.00046562767612489574]	comedy
Hollow Man (2000)[0.99367676255797333, 0.0007466953840427862, 0.00068637113318292646, 0.00087258167112015965, 0.00074639860969527648, 0.00077661144743626032, 0.0005561766687704312, 0.00068616186926673945, 0.00069177247288044856, 0.00056046818563176175]	action
Saving Grace (2000)[0.00025929954131478157, 0.00026838041778956545, 0.00024669842002368169, 0.99778160267358473, 0.00026827374989650359, 0.00027913297601303165, 0.00019990337414602829, 0.00024662320550052438, 0.00024863979241679303, 0.00020144584931436129]	comedy
Brain That Wouldn't Die, The (1962)[0.00042117701380043791, 0.00043592696830073419, 0.00040070916951112032, 0.00050942042848398106, 0.00043575370897122948, 0.00045339221463441457, 0.00032470055960973039, 0.00040058699949841147, 0.99629112695438526, 0.00032720598280471848]	sci-fi
Phantasm II (1988)[0.00048622176914793068, 0.00050324964279011009, 0.00046259295956215359, 0.00058809311491766071, 0.00050304962603954831, 0.99577552350192233, 0.00037484590887851954, 0.00046245192214137862, 0.00046623329581098495, 0.00037773825878940182]	sci-fi
I'm the One That I Want (2000)[0.00031043408267720639, 0.00032130573152031934, 0.0002953479876194528, 0.0003754750573607095, 0.00032117802844237956, 0.99730283263792796, 0.00023932483745416937, 0.00029525794059745674, 0.00029767220367835724, 0.0002411714927220726]	comedy
Replacements, The (2000)[0.0034235173321673085, 0.0035434116360486653, 0.0032571454329881522, 0.0041407997329703473, 0.97011182782576766, 0.0036853770605016897, 0.0026393130611706167, 0.0032561523798483195, 0.0032827772640446509, 0.0026596782744928225]	comedy
Naked Gun: From the Files of Police Squad!, The (1988)[0.0005635891148742325, 0.00058332645458859149, 0.00053620050184829461, 0.00068167017425205202, 0.00058309461128052851, 0.99510332707947025, 0.00043449118777484793, 0.00053603702262917626, 0.0005404200864380979, 0.00043784376684393681]	comedy
Naked Gun 2 1/2: The Smell of Fear, The (1991)[0.00046241719879805301, 0.00047861141742570483, 0.0004399452145454036, 0.00055930110103718275, 0.00047842119314662449, 0.99598234650815265, 0.00035649410652318774, 0.00043981108207092647, 0.00044340732627647149, 0.00035924485202369838]	comedy
Best in Show (2000)[0.99727908799849652, 0.00032130573152031869, 0.00029534798761945253, 0.00037547505738518678, 0.00032117802844238086, 0.0003341787220840806, 0.00023932483745416912, 0.00029525794059745653, 0.00029767220367835691, 0.00024117149272207233]	comedy
Runaway (1984)[0.0011210089028425006, 0.0011602675275289584, 0.0010665314861779929, 0.0013558784475615822, 0.0011598063787850565, 0.0012067531997970813, 0.38282464804104788, 0.60815928687263898, 0.00107492446568492, 0.0008708946779351467]	action
Meet the Parents (2000)[0.98562480273606201, 0.0016975312947042855, 0.0015603906268327693, 0.0019837201696534515, 0.0016968566102839228, 0.0017655422331803385, 0.001264407576099447, 0.0015599148879248137, 0.0015726699891615271, 0.0012741638760974691]	comedy
Pay It Forward (2000)[0.00036199021018904815, 0.00037466739568324585, 0.00034439865363767951, 0.00043783302968025098, 0.00037451848399279599, 0.00038967830079955932, 0.00027907131673933125, 0.00034429365182815478, 0.99681232429748601, 0.00028122465996379314]	comedy
Legend of Drunken Master, The (Jui kuen II) (1994)[0.00040901774330820672, 0.00042334187047073009, 0.0003891408003429209, 0.00049471359363920065, 0.00042317361309286152, 0.00044030289969989521, 0.00031532653917673386, 0.99639502019778692, 0.00039220311102470992, 0.00031775963145781364]	comedy
Charlie's Angels (2000)[0.0016400938999559895, 0.0016975312947042857, 0.0015603906268327685, 0.0019837201696500553, 0.0016968566102839155, 0.0017655422331803298, 0.0012644075760994472, 0.0015599148879248141, 0.98555737882527084, 0.0012741638760974693]	action
Little Nicky (2000)[0.0011210089028425014, 0.0011602675275300658, 0.0010665314861779927, 0.0013558784475617269, 0.0011598063787850558, 0.0012067531997970501, 0.00086422621879577734, 0.99011970869488986, 0.0010749244656849196, 0.00087089467793514659]	comedy
Red Planet (2000)[0.00035742404825009263, 0.00036994132311613664, 0.99684985776293256, 0.00043231018275908595, 0.00036979428980491987, 0.00038476287995263569, 0.00027555109771439139, 0.00033995071512834499, 0.00034273042177806069, 0.00027767727856374948]	sci-fi
Eagle Has Landed, The (1976)[0.00076013709833344493, 0.00078675770498344544, 0.00072319688731187529, 0.0009193981476941195, 0.00078644500785213874, 0.00081827884985781853, 0.99316338299375451, 0.00072297639579424521, 0.00072888802417313519, 0.00059053889024525679]	romance
6th Day, The (2000)[0.0017408572477221774, 0.98480259207104481, 0.0016562572009276204, 0.0021055950728697905, 0.0018011073197926654, 0.0018740128189453239, 0.0013420896772962903, 0.0016557522337876543, 0.0016692909771693484, 0.001352445380444119]	action
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)[0.00057502635022193052, 0.00059516423102817372, 0.00054708192445093186, 0.00069550369588800454, 0.9949798745288424, 0.00061900925705264676, 0.00044330856525771645, 0.00054691512765478044, 0.0005513871394774299, 0.00044672918012597705]	comedy
Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)[0.001469930475176478, 0.0015214086112499792, 0.98704482785062664, 0.0017779047478134774, 0.00152080392685315, 0.0015823632621476511, 0.001133222450984344, 0.00139807021567711, 0.00140950194652027, 0.0011419665129508217]	romance
Dungeons & Dragons (2000)[0.00017461161981094424, 0.00018072665781882161, 0.00016612605832897479, 0.00021119558586463167, 0.00018065482794401709, 0.00018796740185943691, 0.998429555968121, 0.00016607540906960779, 0.00016743337332266351, 0.00013565309785978756]	fantasy
Vertical Limit (2000)[0.00032842469394274627, 0.00033992638832230627, 0.00031246431320940419, 0.00039723499343744575, 0.00033979128445766054, 0.99714652348170096, 0.00025319444893398682, 0.00031236904768512777, 0.00031492322474778776, 0.00025514812356258585]	action
Planes, Trains & Automobiles (1987)[0.00185481237192469, 0.0019197693785894265, 0.0017646744736764172, 0.0022434256436192259, 0.001919006365563116, 0.0019966842004266712, 0.0014299417950200859, 0.98365214896646569, 0.0017785614304947665, 0.0014409753742200488]	comedy
Snatch (2000)[0.00029128659243766943, 0.99745711420318761, 0.00027713100364192082, 0.00035231585739290615, 0.00030136785453454765, 0.00031356666890943542, 0.00022456334622320318, 0.00027704651069588161, 0.00027931186268306921, 0.00022629610029374744]	comedy
Dude, Where's My Car? (2000)[0.00041500833447301712, 0.00042954225690977263, 0.0003948402681008386, 0.9964494600531616, 0.00042937153518609862, 0.00044675170223704353, 0.00031994490209748077, 0.00039471988742517114, 0.0003979474302630691, 0.0003224136301458608]	comedy
What Women Want (2000)[0.0023080645558182927, 0.0023888948149886004, 0.0021959000634783395, 0.0027916415105025761, 0.0023879453478897958, 0.0024846049670162796, 0.0017793702608012612, 0.97965729789954314, 0.0022131805136768406, 0.0017931000662849408]	romance
Family Man, The (2000)[0.0012719750706728186, 0.0013165206508046513, 0.98878949971541985, 0.0015384744757939053, 0.0013159973992010027, 0.0013692665443640806, 0.00098061148572743087, 0.0012097922258384036, 0.001219684446520062, 0.00098817798565760113]	romance
Miss Congeniality (2000)[0.001854812371924688, 0.0019197693785894469, 0.001764674473676417, 0.0022434256436216458, 0.0019190063655631245, 0.0019966842004267701, 0.98331795430969215, 0.0017641364517910212, 0.0017785614304947658, 0.0014409753742200483]	comedy
Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999)[0.001397436868712934, 0.98780059756388305, 0.0013295259445747002, 0.0016902225551578662, 0.0014458013581988413, 0.0015043247279818248, 0.0010773345135718934, 0.0013291205927287624, 0.0013399885367732021, 0.001085647338416755]	action
O Brother, Where Art Thou? (2000)[0.0018548123719246933, 0.0019197693785894397, 0.0017646744736764172, 0.0022434256436201015, 0.0019190063655631345, 0.001996684200426689, 0.0014299417950200859, 0.98365214896646469, 0.0017785614304947663, 0.0014409753742200488]	comedy
Breakheart Pass (1975)[0.00082666660315045503, 0.00085561712605140069, 0.00078649327279752988, 0.00099986666268948084, 0.99278299147678051, 0.00088989709714850361, 0.00063730711757410707, 0.00078625348319338862, 0.00079268251522166206, 0.00064222464539303139]	action
Friendly Persuasion (1956)[0.00072143031961434889, 0.00074669538404278457, 0.00068637113318292624, 0.00087258167111989174, 0.99370173084805458, 0.00077661144743606213, 0.0005561766687704312, 0.00068616186926673977, 0.00069177247288044867, 0.00056046818563176186]	comedy
Save the Last Dance (2001)[0.00053185352271840273, 0.9953570030203337, 0.00050600715710243961, 0.00064328546087875232, 0.00055026066846034058, 0.00057253420444419788, 0.00041002507449016903, 0.00050585288336598051, 0.00050998913771431844, 0.00041318887049159606]	romance
Panic (2000)[0.00033621865664128854, 0.00034799330180261979, 0.00031987951446161016, 0.39948945788435986, 0.00034785499174032483, 0.00036193551960608892, 0.59789327822990612, 0.00031978198815744611, 0.00032239677930034737, 0.00026120313402412079]	comedy
Beverly Hills Cop (1984)[0.00024368938961680893, 0.00025222358614529261, 0.0002318468713449096, 0.00029474626868973856, 0.00025212333979074538, 0.99788273548288242, 0.00018786894485420095, 0.00023177618482866824, 0.00023367137072927954, 0.00018931856111794069]	comedy
Can't Buy Me Love (1987)[0.99351156443773125, 0.00076620321922503387, 0.00070430296351980503, 0.00089537835606976293, 0.00076589869148144837, 0.00079690085653247084, 0.00057070709579388785, 0.00070408823246658489, 0.00070984541624262063, 0.00057511073093718696]	romance
Evil Dead, The (1981)[0.0023080645558182958, 0.0023888948149885774, 0.0021959000634783378, 0.002791641510497257, 0.0023879453478897416, 0.0024846049670162128, 0.97924143759275306, 0.0021952305675968491, 0.0022131805136768397, 0.0017931000662849404]	comedy
Million Dollar Hotel, The (2001)[0.00030377788425188751, 0.00031441642772433385, 0.00028901525896685203, 0.00036742427741533754, 0.00031429146280265358, 0.00032701340098103941, 0.00023419333387548973, 0.00028892714269563197, 0.00029128964015215635, 0.99726965117113464]	action
Saving Silverman (Evil Woman) (2001)[0.00068647449840233553, 0.000710515382128825, 0.0006531140521255968, 0.99412697305908748, 0.00071023298753601302, 0.00073898190765973794, 0.0005292279646929186, 0.0006529149277777666, 0.00065825367803091313, 0.00053331154255854244]	comedy
Mexican, The (2001)[0.0013317576306720014, 0.0013783968436731457, 0.0012670385056424741, 0.98860635251286699, 0.0013778489993545265, 0.0014336217831032042, 0.0010267000186971529, 0.0012666522052477876, 0.0012770093582147254, 0.0010346221425278921]	comedy
Get Over It (2001)[0.99533837708633499, 0.0005504794567173447, 0.00050600715710243961, 0.00064328546087849406, 0.00055026066846033798, 0.0005725342044441905, 0.00041002507449016908, 0.0005058528833659804, 0.00050998913771431833, 0.00041318887049159611]	comedy
Unbelievable Truth, The (1989)[0.99179712727926772, 0.00096865683957267227, 0.00089040070000592265, 0.0011319638796214683, 0.00096827184656525294, 0.001007465703318558, 0.00072150484083393404, 0.00089012923063833073, 0.00089740763315787641, 0.00072707204701828504]	comedy
Fortune Cookie, The (1966)[0.003423517332167289, 0.0035434116360486467, 0.0032571454329881492, 0.0041407997329640962, 0.0035420033058262373, 0.0036853770605012946, 0.0026393130611706158, 0.0032561523798483182, 0.0032827772640446479, 0.96922950279444064]	comedy
Girls Just Want to Have Fun (1985)[0.0012719750706728175, 0.0013165206508046474, 0.0012101611852199875, 0.0015384744757932741, 0.0013159973992010047, 0.0013692665443641189, 0.00098061148572743066, 0.001209792225838403, 0.98879902297672073, 0.00098817798565760092]	romance
Dish, The (2001)[0.00042753184241238007, 0.00044250434807242915, 0.00040675517395115211, 0.99634231710802112, 0.00044232847456098228, 0.00046023311459709505, 0.00032959972632327559, 0.00040663116060543403, 0.00040995609945926098, 0.00033214295199675335]	comedy
Spy Kids (2001)[0.00023173178491826395, 0.00023984721660570167, 0.99795764138726528, 0.00028028335188863107, 0.00023975188924365757, 0.00024945660309719274, 0.0001786503958593848, 0.00022040314966666842, 0.00022220534061224539, 0.00018002888084295824]	action
Bridget Jones's Diary (2001)[0.00038148435857627975, 0.00039484424467470637, 0.00036294544929513537, 0.00046141151828846337, 0.0003946873136882278, 0.99668552127969501, 0.00029410005924674758, 0.00036283479285518654, 0.00036580161787294521, 0.00029636936580713604]	romance
