Titles	Genres
Godzilla (1998)[0.0062241215979303389, 0.96887999393128266, 0.00623193951196571, 0.0062254495894666058, 0.0062218891460485383, 0.0062166062233060849]	sci-fi
Bulworth (1998)[0.0019519038390043029, 0.0019544462106035184, 0.0019553262772526924, 0.001952782503643025, 0.0019504021892276183, 0.99023513898026883]	comedy
Fear and Loathing in Las Vegas (1998)[0.0031191947418189292, 0.13964487823462751, 0.84789232090538946, 0.003108188784444832, 0.0031172640889278154, 0.0031181532447916117]	comedy
Six Days Seven Nights (1998)[0.0049353154420709155, 0.0049408311651783767, 0.0049445080726701097, 0.0049334515367829603, 0.0049363457275467051, 0.97530954805575099]	romance
Mulan (1998)[0.64857852651542913, 0.34581720956196732, 0.0014034904351326652, 0.0014013243777154119, 0.0013993413855481901, 0.0014001077242072292]	animation
X-Files: Fight the Future, The (1998)[0.0080202840798883346, 0.95995778191156811, 0.0080173054519171866, 0.0080068518078722627, 0.0079997036102121694, 0.0079980731385417697]	action
Dr. Dolittle (1998)[0.0011746924605794272, 0.73626525281183297, 0.25902731778857302, 0.001178301126018745, 0.0011753652059760848, 0.0011790706070198367]	comedy
Armageddon (1998)[0.00090325112767829067, 0.65871389023618276, 0.3376501167171948, 0.00092755151370154006, 0.00090305033008102964, 0.00090214007516146446]	sci-fi
Lethal Weapon 4 (1998)[0.6736104253909232, 0.28838123981384572, 0.0031188517140807222, 0.028652422283030221, 0.0031115860295078917, 0.0031254747686122941]	action
There's Something About Mary (1998)[0.0062327537794611317, 0.96886268077779092, 0.0062335012580295307, 0.0062248310279071854, 0.0062168584518708407, 0.0062293747049404742]	comedy
Great Ziegfeld, The (1936)[0.0017673797720565061, 0.99115279643763243, 0.0017735096588465463, 0.0017716305526866598, 0.0017675092903952549, 0.0017671742883827361]	comedy
Man for All Seasons, A (1966)[0.0062314526831040735, 0.006241475609308037, 0.006248330510755914, 0.79855224152840198, 0.17650525046776455, 0.0062212492006653453]	comedy
French Connection, The (1971)[0.0083902789850071602, 0.0084065333134589922, 0.0083944932344457695, 0.0083819525043106937, 0.0083773136783896734, 0.95804942828438766]	action
Rocky (1976)[0.0020244957853422707, 0.98986995691915991, 0.0020277105920952893, 0.0020242503456431049, 0.0020268557831989039, 0.0020267305745604999]	romance
Out of Africa (1985)[0.0039023856363745364, 0.98047779865375673, 0.0039135269959965887, 0.0039057175405712982, 0.0039034661338649321, 0.0038971050394359858]	romance
Labyrinth (1986)[0.004805937066669117, 0.97599228256983739, 0.0048200285996193174, 0.0047963484391795536, 0.0047930481421255651, 0.0047923551825692001]	fantasy
Nightmare on Elm Street 3: Dream Warriors, A (1987)[0.0060183441808104483, 0.0060100986339481095, 0.0060128227106414486, 0.0060013211564857441, 0.006001354667511255, 0.96995605865060308]	fantasy
Lethal Weapon (1987)[0.0039969207676093911, 0.0040050341737069744, 0.0040028390441942847, 0.0039995353897775351, 0.0039908438641117474, 0.98000482676060008]	action
Lethal Weapon 2 (1989)[0.96184267473504081, 0.0076361933156213141, 0.0076358418597344208, 0.0076221663239428037, 0.007623563715520588, 0.0076395600501400068]	action
Lethal Weapon 3 (1992)[0.0105026296661176, 0.25585684353122656, 0.010493671272317477, 0.01050099014712827, 0.010497206360177761, 0.70214865902303225]	action
Gremlins (1984)[0.006993087140641307, 0.96498432019845992, 0.0070043304104811408, 0.0069963788951857486, 0.0069869046919522381, 0.0070349786632797921]	comedy
Mask of Zorro, The (1998)[0.0024667287181885092, 0.0024726218418268898, 0.98765643073735654, 0.0024690617794941982, 0.0024691936258911416, 0.0024659632972426539]	action
Soylent Green (1973)[0.0010545560421032875, 0.99472055600981657, 0.0010573646678458508, 0.0010568836864320917, 0.0010552846059823334, 0.0010553549878197714]	sci-fi
Metropolis (1927)[0.0040967562703200251, 0.0041048789425624866, 0.0041018824316889409, 0.0040949206580524278, 0.0040975040661554839, 0.97950405763122061]	sci-fi
Back to the Future Part II (1989)[0.34251892094499625, 0.47552637153577015, 0.17355356990715232, 0.0028025808635838128, 0.0028003403204604899, 0.0027982164280367806]	sci-fi
Back to the Future Part III (1990)[0.62294116479903572, 0.074206088673673676, 0.29731003913762771, 0.0018493692111903482, 0.0018450084439976171, 0.0018483297344749512]	sci-fi
Freaky Friday (1977)[0.0021551596667715631, 0.0021604192258693638, 0.98921669329605244, 0.0021610442359228476, 0.0021522938816608563, 0.0021543896937227382]	fantasy
Absent-Minded Professor, The (1961)[0.0024677507031030869, 0.71520110008250548, 0.27492888229964163, 0.0024685265939630992, 0.0024669580170445017, 0.0024667823037421532]	fantasy
Bambi (1942)[0.0088611086644973212, 0.0088746526026810026, 0.0088778951829305026, 0.95568718556310883, 0.0088478328758441419, 0.0088513251109382223]	animation
Seven Samurai (Shichinin no samurai) (1954)[0.00279929896642323, 0.69465568175827286, 0.0028067619379906956, 0.0028012726174087605, 0.002798849918096312, 0.29413813480180812]	action
Dune (1984)[0.0027963189754012263, 0.98598884023617994, 0.0028165177806835449, 0.0028002133341021472, 0.0028000299339307724, 0.0027980797397024067]	sci-fi
Godfather: Part III, The (1990)[0.002152067805145525, 0.68773421148834368, 0.30365951033306299, 0.002152615857573138, 0.0021511436905018114, 0.0021504508253728355]	action
Saving Private Ryan (1998)[0.0064696931868658018, 0.96766216680920725, 0.0064783651903943277, 0.0064655938271964003, 0.0064643824561093563, 0.0064597985302267524]	action
Black Cauldron, The (1985)[0.0031656338957204671, 0.0031800569189289656, 0.98414626318591447, 0.0031715860468488903, 0.0031697458589165276, 0.0031667140936705511]	fantasy
Flight of the Navigator (1986)[0.98247301619164873, 0.0035129736877274145, 0.0035111076469227778, 0.0035023491854851959, 0.0034997897539485079, 0.0035007635342673713]	sci-fi
Great Mouse Detective, The (1986)[0.0032277037909658893, 0.0032363933363361479, 0.98384025970590128, 0.003229348135758365, 0.0032366121747375346, 0.0032296828563006543]	animation
Honey, I Shrunk the Kids (1989)[0.0040002715097946558, 0.0040126725119580889, 0.0040132309841514205, 0.97997794399324734, 0.0039920472745272979, 0.0040038337263211344]	fantasy
BASEketball (1998)[0.98893268054187622, 0.0022179630666320084, 0.0022161191395217252, 0.0022114009738727304, 0.002209491415770259, 0.0022123448623273013]	comedy
Purple Rose of Cairo, The (1985)[0.0014620345026597954, 0.99269242855004403, 0.0014651306523628608, 0.0014604099823193942, 0.0014591092708514731, 0.0014608870417625534]	fantasy
Jungle Book, The (1967)[0.0013322706935186609, 0.99333373167788763, 0.0013370684243168328, 0.00133232051569382, 0.0013325358546205711, 0.0013320728339625992]	animation
Lady and the Tramp (1955)[0.01045601885100227, 0.010476111556928323, 0.01046675208591907, 0.010465135249984955, 0.010456711043953638, 0.94767927121221174]	animation
Little Mermaid, The (1989)[0.0024097993331146264, 0.62263101272909838, 0.36775604691164504, 0.002402201344543315, 0.0023984943833058321, 0.0024024452982926952]	animation
101 Dalmatians (One Hundred and One Dalmatians) (1961)[0.0027508619244965772, 0.98623973489783168, 0.0027587245050204176, 0.0027499037332776801, 0.002749128583146306, 0.0027516463562272855]	animation
Peter Pan (1953)[0.003010052065029664, 0.0030092912263812374, 0.95486232922575187, 0.033110914215640753, 0.0030102100157553303, 0.0029972032514411001]	animation
Return of Jafar, The (1994)[0.0015407070632117127, 0.7368285968448981, 0.0015456480016818185, 0.0015411640994436925, 0.25700232253099659, 0.0015415614597681039]	animation
Return to Oz (1985)[0.0014389567815750565, 0.58346181835807132, 0.38287527772397972, 0.029349640449038466, 0.0014351985630983071, 0.0014391081242372949]	fantasy
Sleeping Beauty (1959)[0.0054252169239060307, 0.0054448750461195744, 0.0054272365286016132, 0.0054268248948813828, 0.0054240135081647066, 0.97285183309832679]	animation
Splash (1984)[0.9919082910540874, 0.0016204179494613254, 0.0016209426325956831, 0.0016178705142047322, 0.0016160740843807139, 0.001616403765270163]	romance
Tron (1982)[0.0052492198570144675, 0.0052683212223702701, 0.0052680152295559004, 0.97370257298548624, 0.0052495111987831255, 0.005262359506789994]	sci-fi
Indiana Jones and the Temple of Doom (1984)[0.0011446768706712602, 0.99427709503025297, 0.0011460575386235141, 0.0011434254830980516, 0.0011429381545268694, 0.0011458069228272223]	action
Lord of the Rings, The (1978)[0.0023617046011176644, 0.0023686470026299724, 0.988168198151954, 0.0023710507677363818, 0.0023657628660746686, 0.0023646366104871554]	fantasy
1984 (Nineteen Eighty-Four) (1984)[0.0062457910365485269, 0.40271659326973208, 0.43777293600055761, 0.0062255286529440566, 0.0062211222474409947, 0.14081802879277661]	sci-fi
All Dogs Go to Heaven (1989)[0.0076338479855680569, 0.96178446807782014, 0.0076547304379509067, 0.0076430073568896579, 0.0076430929423750467, 0.0076408531993959724]	animation
Ever After: A Cinderella Story (1998)[0.011196007228896682, 0.011238825531453153, 0.011212591983004096, 0.94393493089086022, 0.011200625438003734, 0.011217018927782174]	romance
Adventures in Babysitting (1987)[0.004001517016195718, 0.97998937718620893, 0.0040071968501692191, 0.0040008384051436682, 0.0039981152322613811, 0.0040029553100211987]	comedy
Weird Science (1985)[0.0083930340631548778, 0.95802383618576736, 0.0084080060945513502, 0.0083976138850128477, 0.0083827535605795513, 0.0083947562109340269]	comedy
Doctor Dolittle (1967)[0.0023328999535866001, 0.086990269795510444, 0.0023419726134177674, 0.0023385278247313179, 0.9036549959289838, 0.0023413338837701852]	fantasy
Charlotte's Web (1973)[0.0013654909085759272, 0.22861958162079907, 0.76591437947245733, 0.0013677701049238553, 0.0013644052632451615, 0.0013683726299986093]	animation
Watership Down (1978)[0.0083892323918313277, 0.0084253525791710918, 0.0084072962394439506, 0.0084002848468466597, 0.0083977261485655257, 0.95798010779414144]	animation
Secret of NIMH, The (1982)[0.00055786101684411008, 0.95465084612961104, 0.00055957515524659345, 0.00055925484390083205, 0.043113976469495829, 0.00055848638490179779]	fantasy
Dark Crystal, The (1982)[0.0018661504712428824, 0.009989372474631877, 0.41665638284398837, 0.00187134385865753, 0.56775015894180192, 0.0018665914096775444]	fantasy
American Tail: Fievel Goes West, An (1991)[0.001734867248779541, 0.98937868961600017, 0.0036887212521971974, 0.0017330024743490819, 0.0017314143526947186, 0.0017333050559792088]	animation
Legend (1985)[0.0084039555326573274, 0.0084266629328161903, 0.0084340717332740608, 0.95791541855139184, 0.0084122918038481466, 0.0084075994460125793]	fantasy
Pretty in Pink (1986)[0.0028941422218407174, 0.98551479654583707, 0.0029010738173396514, 0.0028982770432919793, 0.0028947643965248774, 0.0028969459751656173]	comedy
Gods Must Be Crazy, The (1980)[0.0067132584997986492, 0.96640501121616584, 0.0067207941038607173, 0.0067176347038444394, 0.0067297489021989057, 0.0067135525741314119]	comedy
NeverEnding Story II: The Next Chapter, The (1990)[0.0073126591478604487, 0.96341879756813387, 0.0073261719271541202, 0.0073116542034004734, 0.0073263353383382851, 0.0073043818151127329]	fantasy
Blade (1998)[0.0093178833828403036, 0.0093598530598045498, 0.0093437570103858582, 0.009330862268890178, 0.95332268865552394, 0.0093249556225551596]	action
Beetlejuice (1988)[0.0023041066715168289, 0.0023100807228160609, 0.0023077964460377787, 0.0023036653102289678, 0.0023021519528526302, 0.9884721988965478]	comedy
Marnie (1964)[0.0011426516898585669, 0.99428844742032008, 0.0011443026337120878, 0.0011418272221643266, 0.0011416091929845672, 0.0011411618409603893]	romance
Willow (1988)[0.00081412111597811373, 0.0016678380775977891, 0.99507358155512138, 0.00081506904507191015, 0.00081475029370851751, 0.00081463991252222719]	fantasy
Dirty Work (1998)[0.0037343255236362573, 0.47454931564453684, 0.0037436539498404971, 0.0037380552931120495, 0.0037346452015589696, 0.51050000438731524]	comedy
Say Anything... (1989)[0.0041084382639957479, 0.0041149267893110597, 0.0041041089199967129, 0.97948822662310298, 0.0040921330735147208, 0.0040921663300787867]	comedy
We're No Angels (1989)[0.0044219556814641759, 0.0044291299960731853, 0.97788943715741783, 0.0044190246675453885, 0.0044159251894992074, 0.0044245273080002478]	comedy
Rush Hour (1998)[0.92350953735903996, 0.015308698419381509, 0.015321446719745196, 0.015281499638258055, 0.015263491183008831, 0.015315326680566472]	comedy
Ronin (1998)[0.58389711550424717, 0.4093760233558274, 0.0016845306205627948, 0.0016812850714876303, 0.0016804922246297705, 0.0016805532232452135]	action
Them! (1954)[0.0011923980588934881, 0.17039069982162405, 0.82484238507504459, 0.0011914450446799758, 0.0011910752710052226, 0.0011919967287528103]	sci-fi
Thing, The (1982)[0.003365758837886606, 0.0033735009218521751, 0.98317738053968329, 0.0033596778406761222, 0.0033590706417193777, 0.0033646112181826243]	sci-fi
Player, The (1992)[0.0020228224891051241, 0.98988472189324117, 0.0020273336517655509, 0.002022790235019166, 0.002020002826794441, 0.0020223289040744745]	comedy
Edward Scissorhands (1990)[0.0021260441535131719, 0.98936803953794761, 0.0021306543872700841, 0.0021267047589585649, 0.002125098401366494, 0.0021234587609441254]	fantasy
Antz (1998)[0.0012943426674094001, 0.99353401743369429, 0.001295584852693227, 0.0012921564679840652, 0.0012919696857915681, 0.0012919288924273854]	animation
My Cousin Vinny (1992)[0.0043098579456259433, 0.0043119462796033896, 0.97844670144455159, 0.0043030518678396686, 0.0043067475542046688, 0.0043216949081748834]	comedy
2010: The Year We Make Contact (1984)[0.0022087796854667985, 0.26115860160976273, 0.7300077943316905, 0.0022091623787043684, 0.0022080618109374937, 0.0022076001834378874]	sci-fi
Pleasantville (1998)[0.001064404332085527, 0.0010668917187909592, 0.99467994142142568, 0.0010635627364412234, 0.0010620850207337684, 0.0010631147705227688]	fantasy
Soldier (1998)[0.0017167996124057118, 0.99136072999789404, 0.0017811140522251392, 0.0017141683546783464, 0.0017140545756397108, 0.0017131334071569372]	sci-fi
Life Is Beautiful (La Vita è bella) (1997)[0.001997705436563134, 0.99000235815349824, 0.0020010046151786353, 0.0019998055864515899, 0.0019968747830471098, 0.0020022514252612637]	comedy
Orgazmo (1997)[0.0010561519785941065, 0.0010605489535948744, 0.99471611641549784, 0.0010566070861408271, 0.0010549537175553946, 0.0010556218486168225]	comedy
Waterboy, The (1998)[0.0035749367110610056, 0.98213247401037762, 0.0035796733873697199, 0.0035707343729615331, 0.0035673421596349752, 0.003574839358595143]	comedy
Stepford Wives, The (1975)[0.0032303355454346349, 0.0032418992206415371, 0.43256168378779614, 0.0032285090207496408, 0.0032350437490716905, 0.55450252867630634]	sci-fi
Rugrats Movie, The (1998)[0.011974175432072994, 0.01200876741008206, 0.012007544394804896, 0.011979248668024928, 0.011975549908265699, 0.94005471418674946]	animation
Bug's Life, A (1998)[0.0059924310070578928, 0.97000731548359764, 0.006022716902848428, 0.0059948427732853015, 0.0059836046068969381, 0.0059990892263138218]	animation
King Kong (1933)[0.0016146133021050844, 0.0016205381705320097, 0.99191936314825202, 0.0016158147374365228, 0.0016140168204226946, 0.0016156538212516458]	action
Fletch (1985)[0.0010776102654954395, 0.0058719469241315589, 0.1840061189480133, 0.0010784902429303528, 0.16972682873118086, 0.63823900488824847]	comedy
Red Sonja (1985)[0.005101289007911858, 0.0051151934136779249, 0.0051086508580196885, 0.0050994289190100369, 0.97448236194111404, 0.0050930758602664829]	fantasy
Money Pit, The (1986)[0.0016959812910139621, 0.99151769065063555, 0.0016987103315580729, 0.0016960892246623298, 0.0016943967384735045, 0.0016971317636565247]	comedy
Police Academy (1984)[0.0064574596167088355, 0.0064710887196706875, 0.006473351159425802, 0.0064725761263968147, 0.006450820930247533, 0.96767470344755036]	comedy
Police Academy 2: Their First Assignment (1985)[0.004012307048721569, 0.0040013986743072678, 0.0040090275975193422, 0.97998018191912772, 0.0039936209994164591, 0.0040034637609076091]	comedy
Police Academy 3: Back in Training (1986)[0.0076427275300159714, 0.0076566097878854314, 0.0076755323275626893, 0.96176417751484844, 0.0076211970067563669, 0.0076397558329310451]	comedy
Police Academy 4: Citizens on Patrol (1987)[0.0035754234279659638, 0.98210332783150855, 0.0035834668043615158, 0.0035949994421836801, 0.0035659790113708009, 0.0035768034826093907]	comedy
Police Academy 5: Assignment: Miami Beach (1988)[0.0027635384322719607, 0.0027612629800272443, 0.98620544132058807, 0.002760512031659783, 0.0027527279770124908, 0.0027565172584404132]	comedy
Police Academy 6: City Under Siege (1989)[0.17506655522377929, 0.82097859365519199, 0.00099090499794422045, 0.00098825725052810909, 0.00098756851334096617, 0.00098812035921534377]	comedy
Babe: Pig in the City (1998)[0.0011910979235175837, 0.99403933928302779, 0.0011943123938763537, 0.0011928423646427662, 0.001192059535321107, 0.0011903484996144348]	animation
Star Trek: Insurrection (1998)[0.0013756201905079329, 0.53135179595843018, 0.46313822205065813, 0.0013794144203157779, 0.0013768199123849929, 0.0013781274677030627]	sci-fi
Prince of Egypt, The (1998)[0.0019533530880114836, 0.36624874148327752, 0.54437430734564884, 0.083508896202083668, 0.001958481788326096, 0.0019562200926522598]	animation
Rushmore (1998)[0.0011351114858437696, 0.32281488539214404, 0.67264550745225915, 0.0011352858360186538, 0.0011344378155369204, 0.0011347720181972747]	comedy
Shakespeare in Love (1998)[0.00086169503103303942, 0.99568783777395653, 0.0008638428816427514, 0.00086353583473834509, 0.00086153832341550707, 0.00086155015521388427]	romance
Rambo: First Blood Part II (1985)[0.73888599086819295, 0.0013803402073299259, 0.25559760596472642, 0.0013801884942304941, 0.0013772913677461526, 0.0013785830977740372]	action
First Blood (Rambo: First Blood) (1982)[0.005595450658761012, 0.97199418105171187, 0.0056115351796273763, 0.0056025285697674692, 0.0056022212464962402, 0.0055940832936360865]	action
Rambo III (1988)[0.004805692055258287, 0.0048156676710234313, 0.97596755530438994, 0.0048183975874332968, 0.0047972958668936801, 0.0047953915150014377]	action
Jewel of the Nile, The (1985)[0.0019331351142156212, 0.0019358430962718959, 0.99033438076156211, 0.0019327246248706195, 0.001930528105659856, 0.0019333882974200934]	action
Romancing the Stone (1984)[0.0070287919781571858, 0.0070316767014243385, 0.0070301219864556119, 0.0070184323864537794, 0.007006670992020265, 0.96488430595548891]	action
Rocky IV (1985)[0.0045313740969746856, 0.49525966837190638, 0.48660581402084485, 0.0045345232175460501, 0.0045344435551124031, 0.0045341767376156795]	action
Rocky V (1990)[0.001910770602723072, 0.0019165063600535557, 0.0019177062572325277, 0.0019107528441236691, 0.99043393447780981, 0.0019103294580573213]	action
Karate Kid, The (1984)[0.20540336018162025, 0.77707266026900346, 0.0010648173717349905, 0.014333850501630357, 0.0010632265428152645, 0.0010620851331958347]	comedy
Christmas Vacation (National Lampoon's Christmas Vacation) (1989)[0.0030590107541619369, 0.41841963937081689, 0.48903665989553025, 0.083379701942580764, 0.0030489009996026721, 0.0030560870373075983]	comedy
You've Got Mail (1998)[0.002158901187568027, 0.98921122243222903, 0.0021614839431322577, 0.0021580776073659674, 0.0021545462650754028, 0.0021557685646292073]	romance
Faculty, The (1998)[0.0059986446728458129, 0.0060145637075156638, 0.0060059973651558716, 0.0060061408731251643, 0.0059979236435890862, 0.96997672973776849]	sci-fi
Patch Adams (1998)[0.0031674081933150632, 0.98414483662174168, 0.0031794555023610424, 0.0031710551209969727, 0.003168785768778742, 0.0031684587928066978]	comedy
At First Sight (1999)[0.0013648554418980627, 0.20966088180254216, 0.78487568764468274, 0.0013668223369857927, 0.0013653476635802806, 0.001366405110311071]	romance
Howard the Duck (1986)[0.95572979849345652, 0.0088582940621230784, 0.0088563974383487048, 0.0088781444087914791, 0.0088378690852204123, 0.0088394965120598291]	sci-fi
Fly, The (1958)[0.001293101013165382, 0.0012947621183772987, 0.9935374142820913, 0.0012926273103875609, 0.0012905585358973437, 0.0012915367400809861]	sci-fi
Fly, The (1986)[0.0016453421811544521, 0.99175426534661415, 0.0016527065402844922, 0.0016505058438049849, 0.0016505432962064955, 0.0016466367919355271]	sci-fi
Ruthless People (1986)[0.00043103540430718958, 0.63926371004507898, 0.35901328243649439, 0.0004308799729723443, 0.0004304800395814088, 0.00043061210156570688]	comedy
¡Three Amigos! (1986)[0.0070016958054153235, 0.0070072705356844329, 0.96502263786197495, 0.0069876008361459642, 0.0069853038861763641, 0.0069954910746031348]	comedy
She's All That (1999)[0.0079788100168741022, 0.96003899237987889, 0.0080114741775464092, 0.0079955018466341485, 0.0079807601098038361, 0.0079944614692626734]	romance
Payback (1999)[0.0080055317411627611, 0.0080273094412777607, 0.0080262226881044584, 0.9599443824443803, 0.0080006712554083655, 0.0079958824296662914]	action
Fantastic Planet, The (Planète sauvage, La) (1973)[0.0020226482449850133, 0.989878142709683, 0.0020282119342637348, 0.0020230376734179053, 0.0020215614611076896, 0.0020263979765429005]	sci-fi
Message in a Bottle (1999)[0.0033553875600565979, 0.98320786949847006, 0.0033662819513016716, 0.0033564177278363984, 0.0033538993958113607, 0.0033601438665239614]	romance
Office Space (1999)[0.94389535074017006, 0.011245015893506563, 0.0112455469621165, 0.011180364063184071, 0.011183518593696665, 0.011250203747325983]	comedy
Breakfast of Champions (1999)[0.0046585640744249233, 0.97668273698220942, 0.0046723253625218404, 0.0046621760645189914, 0.0046554315835143495, 0.0046687659328105606]	comedy
Westworld (1973)[0.0093152039838244587, 0.0093380393792571355, 0.95340904362561063, 0.0093065838247220478, 0.0093065017580382138, 0.0093246274285474686]	sci-fi
Logan's Run (1976)[0.00086257618627378859, 0.0099736412201856337, 0.98657650988737633, 0.00086357016793516895, 0.00086158861887312066, 0.00086211391935583665]	sci-fi
Beneath the Planet of the Apes (1970)[0.00083156932834399988, 0.00083648964765638593, 0.99583544381856726, 0.00083326163406000433, 0.0008318223319173498, 0.00083141323945510606]	sci-fi
Conquest of the Planet of the Apes (1972)[0.003571487193122779, 0.98215143851540043, 0.0035749954330005183, 0.0035677293379060802, 0.0035673483797978838, 0.0035670011407723415]	sci-fi
Analyze This (1999)[0.0010125965874429829, 0.0064877002292818998, 0.89578624807409457, 0.0010129347591939898, 0.0010139952271791728, 0.094686525122807286]	comedy
Lock, Stock & Two Smoking Barrels (1998)[0.14563950317558697, 0.84574253678854316, 0.0021563865233410603, 0.0021533678787343143, 0.0021519201211645782, 0.0021562855126298305]	comedy
Wing Commander (1999)[0.0026582367166396847, 0.98666222722204766, 0.0026735649761975354, 0.0026709256754536993, 0.0026759080988765457, 0.0026591373107849219]	sci-fi
King and I, The (1999)[0.96633657267726081, 0.0067425116328530101, 0.0067379053012241886, 0.0067270834057547033, 0.0067454303264324342, 0.0067104966564749159]	animation
Matrix, The (1999)[0.0070024970291226408, 0.0070200752649567065, 0.0070277484191954174, 0.96495630662923559, 0.0069993959885225965, 0.0069939766689670717]	sci-fi
10 Things I Hate About You (1999)[0.0049520764250664149, 0.97527490444843279, 0.0049500630044807545, 0.0049437766652943296, 0.0049342853921187525, 0.0049448940646071192]	comedy
Go (1999)[0.0045446991038005247, 0.0045537760138664599, 0.0045513350549524333, 0.97725578401538793, 0.00454564022331406, 0.0045487655886786108]	comedy
Never Been Kissed (1999)[0.0015842243781399243, 0.99207841997590795, 0.0015880516776159504, 0.0015832034351232866, 0.0015843615895324693, 0.0015817389436804047]	romance
Life (1999)[0.0013005239428988873, 0.99348887129993113, 0.0013055982347332103, 0.0013016725558981691, 0.001301018440816613, 0.0013023155257221827]	comedy
eXistenZ (1999)[0.10020205392456105, 0.28831505648355527, 0.001305283338546543, 0.42469368899345816, 0.0013021995554464943, 0.18418171770443248]	sci-fi
Night of the Comet (1984)[0.0080002929169067909, 0.95998705343664659, 0.0080110472060994069, 0.0080060997792307936, 0.0080059893901306967, 0.0079895172709855394]	sci-fi
Mummy, The (1999)[0.0073028840827860401, 0.007319894996023207, 0.96347826047542284, 0.0073118468747876879, 0.0072945080779678222, 0.0072926054930123009]	action
Castle, The (1997)[0.0026738187518575186, 0.0026742203337074073, 0.98663960527428562, 0.0026695127814973713, 0.0026669957914676069, 0.0026758470671844558]	comedy
Star Wars: Episode I - The Phantom Menace (1999)[0.0010691055261269377, 0.16345584148131168, 0.7608373668841949, 0.072497884428082554, 0.0010690632787382093, 0.0010707384015458431]	sci-fi
Superman (1978)[0.0012824419446036922, 0.26452891875881673, 0.73033989355794526, 0.0012834889349996343, 0.0012817443401833182, 0.0012835124634512547]	sci-fi
Superman II (1980)[0.0019794808092364396, 0.6605213351306084, 0.001982984207634935, 0.0019759268911708899, 0.33156582629067533, 0.0019744466706740895]	sci-fi
Thing from Another World, The (1951)[0.0041966666637015242, 0.0042073571640802001, 0.97899513909755098, 0.0042011412268255794, 0.004199075443381938, 0.0042006204044599607]	sci-fi
Invasion of the Body Snatchers (1956)[0.0014612360893973874, 0.20958933487184947, 0.78456383727303713, 0.0014661057428034174, 0.0014599480937458737, 0.0014595379291667786]	sci-fi
Swamp Thing (1982)[0.0023017143882094987, 0.98848823537842345, 0.0023084028039165819, 0.00230131076621187, 0.0023006262328639357, 0.0022997104303748091]	sci-fi
Notting Hill (1999)[0.0084097051929364255, 0.57562908178000682, 0.39074841122992615, 0.0084093417347795955, 0.0084064444121193238, 0.0083970156502316227]	romance
Ideal Husband, An (1999)[0.0050897749599995408, 0.0051061289698724624, 0.0051000910106354701, 0.0050957465924481374, 0.97451476133842274, 0.0050934971286215385]	comedy
Run Lola Run (Lola rennt) (1998)[0.0098755250761039387, 0.0098889408835611762, 0.95055437047130131, 0.0098890526061462571, 0.0098934912375639728, 0.0098986197253232121]	animation
Dinner Game, The (Dîner de cons, Le) (1998)[0.0010915071335940174, 0.0010943220534466839, 0.99454137158749245, 0.0010917807533335371, 0.0010891250372684588, 0.0010918934348648913]	comedy
Arachnophobia (1990)[0.0021556253709396262, 0.0021604409135431353, 0.8361970913152138, 0.0021578448479610108, 0.15517406373534176, 0.0021549338170006294]	action
Wild Wild West (1999)[0.0023012428968385312, 0.0023088118305304058, 0.98848012348789627, 0.0023048462702495096, 0.0022998389961147556, 0.0023051365183706369]	sci-fi
American Pie (1999)[0.001584386468050434, 0.0015886918563886945, 0.99206393452396202, 0.0015896490610090234, 0.0015829022770516648, 0.0015904358135380545]	comedy
Lake Placid (1999)[0.0064589371453333154, 0.0064753675989148952, 0.96769856684077638, 0.0064537875919159918, 0.0064577383334977045, 0.0064556024895616902]	action
Ghostbusters (a.k.a. Ghost Busters) (1984)[0.0020793269446046972, 0.0020835716742150833, 0.0020792186996284887, 0.0020750005689947966, 0.0020746939652457252, 0.98960818814731122]	comedy
Ghostbusters II (1989)[0.0016464407799609861, 0.58693002988900578, 0.40648319068948563, 0.0016477489671503141, 0.0016464499069598305, 0.0016461397674373463]	comedy
Deep Blue Sea (1999)[0.0020470964505057321, 0.98975387756416577, 0.0020501091856540937, 0.0020468325432882171, 0.0020474190101883614, 0.0020546652461977564]	action
Mystery Men (1999)[0.0067207817631460736, 0.0067481625577255448, 0.0067421270132032767, 0.0067335479883424967, 0.006716578726228095, 0.96633880195135446]	comedy
Spartacus (1960)[0.012874010192931233, 0.93553507508733247, 0.012906452117118293, 0.012930920027527477, 0.012892652652581956, 0.012860889922508417]	romance
Lolita (1962)[0.0022143405882789863, 0.0022163774067790933, 0.0022199371281051276, 0.0022137428987932944, 0.0022118769718382841, 0.98892372500620518]	romance
Brighton Beach Memoirs (1986)[0.0048042490811437575, 0.0048064826094952285, 0.97598622979459704, 0.0048032121177733313, 0.0047965435998375949, 0.0048032827971530743]	comedy
Iron Giant, The (1999)[0.008853014654299508, 0.0088898695800550907, 0.00887882964952693, 0.0088696206490012138, 0.0088403088090387005, 0.95566835665807848]	animation
Thomas Crown Affair, The (1999)[0.0076265340100355851, 0.0076427577093646703, 0.0076422290925465906, 0.0076318870839798998, 0.0076309006514189539, 0.96182569145265429]	comedy
Bowfinger (1999)[0.006461732400070635, 0.0064853880165359722, 0.96767827658570382, 0.0064702926553380268, 0.0064509686266305223, 0.0064533417157210792]	comedy
Detroit Rock City (1999)[0.0093618178255893188, 0.95330804020523729, 0.0093398431796763368, 0.0093271020721524319, 0.0093155971220553954, 0.0093475995952893229]	comedy
